Date, USD, JPY, BGN, CZK, DKK, GBP, HUF, PLN, RON, SEK, CHF, ISK, NOK, TRY, AUD, BRL, CAD, CNY, HKD, IDR, ILS, INR, KRW, MXN, MYR, NZD, PHP, SGD, THB, ZAR, 
02 January 2023, 1.0683, 139.62, 1.9558, 24.176, 7.4374, 0.88630, 401.03, 4.6813, 4.9400, 11.1663, 0.9873, 151.70, 10.5135, 20.0039, 1.5699, 5.7048, 1.4506, 7.3698, 8.3389, 16631.78, 3.7537, 88.4260, 1357.80, 20.8318, 4.7059, 1.6886, 59.634, 1.4324, 36.915, 18.1719, 
